State,State_name,County,County_Name
19,IOWA,167,Sioux
19,IOWA,169,Story
19,IOWA,171,Tama
19,IOWA,173,Taylor
19,IOWA,175,Union
19,IOWA,177,Van Buren
19,IOWA,179,Wapello
19,IOWA,181,Warren
19,IOWA,183,Washington
19,IOWA,185,Wayne
19,IOWA,187,Webster
19,IOWA,189,Winnebago
19,IOWA,191,Winneshiek
19,IOWA,193,Woodbury
19,IOWA,195,Worth
19,IOWA,197,Wright
20,KANSAS,001,Allen
20,KANSAS,003,Anderson
20,KANSAS,005,Atchison
20,KANSAS,007,Barber
20,KANSAS,009,Barton
20,KANSAS,011,Bourbon
20,KANSAS,013,Brown
20,KANSAS,015,Butler
20,KANSAS,017,Chase
20,KANSAS,019,Chautauqua
20,KANSAS,021,Cherokee
20,KANSAS,023,Cheyenne
20,KANSAS,025,Clark
20,KANSAS,027,Clay
20,KANSAS,029,Cloud
20,KANSAS,031,Coffey
20,KANSAS,033,Comanche
20,KANSAS,035,Cowley
20,KANSAS,037,Crawford
20,KANSAS,039,Decatur
20,KANSAS,041,Dickinson
20,KANSAS,043,Doniphan
20,KANSAS,045,Douglas
20,KANSAS,047,Edwards
20,KANSAS,049,Elk
20,KANSAS,051,Ellis
20,KANSAS,053,Ellsworth
20,KANSAS,055,Finney
20,KANSAS,057,Ford
20,KANSAS,059,Franklin
20,KANSAS,061,Geary
20,KANSAS,063,Gove
20,KANSAS,065,Graham
20,KANSAS,067,Grant
20,KANSAS,069,Gray
20,KANSAS,071,Greeley
20,KANSAS,073,Greenwood
20,KANSAS,075,Hamilton
20,KANSAS,077,Harper
20,KANSAS,079,Harvey
20,KANSAS,081,Haskell
20,KANSAS,083,Hodgeman
20,KANSAS,085,Jackson
20,KANSAS,087,Jefferson
20,KANSAS,089,Jewell
20,KANSAS,091,Johnson
20,KANSAS,093,Kearny
20,KANSAS,095,Kingman
20,KANSAS,097,Kiowa
20,KANSAS,099,Labette
20,KANSAS,101,Lane
20,KANSAS,103,Leavenworth
20,KANSAS,105,Lincoln
20,KANSAS,107,Linn
20,KANSAS,109,Logan
20,KANSAS,111,Lyon
20,KANSAS,113,McPherson
20,KANSAS,115,Marion
20,KANSAS,117,Marshall
20,KANSAS,119,Meade
20,KANSAS,121,Miami
20,KANSAS,123,Mitchell
20,KANSAS,125,Montgomery
20,KANSAS,127,Morris
20,KANSAS,129,Morton
20,KANSAS,131,Nemaha
20,KANSAS,133,Neosho
20,KANSAS,135,Ness
20,KANSAS,137,Norton
20,KANSAS,139,Osage
20,KANSAS,141,Osborne
20,KANSAS,143,Ottawa
20,KANSAS,145,Pawnee
20,KANSAS,147,Phillips
20,KANSAS,149,Pottawatomie
20,KANSAS,151,Pratt
20,KANSAS,153,Rawlins
20,KANSAS,155,Reno
20,KANSAS,157,Republic
20,KANSAS,159,Rice
20,KANSAS,161,Riley
20,KANSAS,163,Rooks
20,KANSAS,165,Rush
20,KANSAS,167,Russell
20,KANSAS,169,Saline
20,KANSAS,171,Scott
20,KANSAS,173,Sedgwick
20,KANSAS,175,Seward
20,KANSAS,177,Shawnee
20,KANSAS,179,Sheridan
20,KANSAS,181,Sherman
20,KANSAS,183,Smith
20,KANSAS,185,Stafford
20,KANSAS,187,Stanton
20,KANSAS,189,Stevens
20,KANSAS,191,Sumner
20,KANSAS,193,Thomas
20,KANSAS,195,Trego
20,KANSAS,197,Wabaunsee
20,KANSAS,199,Wallace
20,KANSAS,201,Washington
20,KANSAS,203,Wichita
20,KANSAS,205,Wilson
20,KANSAS,207,Woodson
20,KANSAS,209,Wyandotte
21,KENTUCKY,001,Adair
21,KENTUCKY,003,Allen
21,KENTUCKY,005,Anderson
21,KENTUCKY,007,Ballard
21,KENTUCKY,009,Barren
21,KENTUCKY,011,Bath
21,KENTUCKY,013,Bell
21,KENTUCKY,015,Boone
21,KENTUCKY,017,Bourbon
21,KENTUCKY,019,Boyd
21,KENTUCKY,021,Boyle
21,KENTUCKY,023,Bracken
21,KENTUCKY,025,Breathitt
21,KENTUCKY,027,Breckinridge
21,KENTUCKY,029,Bullitt
21,KENTUCKY,031,Butler
21,KENTUCKY,033,Caldwell
21,KENTUCKY,035,Calloway
21,KENTUCKY,037,Campbell
21,KENTUCKY,039,Carlisle
21,KENTUCKY,041,Carroll
21,KENTUCKY,043,Carter
21,KENTUCKY,045,Casey
21,KENTUCKY,047,Christian
21,KENTUCKY,049,Clark
21,KENTUCKY,051,Clay
21,KENTUCKY,053,Clinton
21,KENTUCKY,055,Crittenden
21,KENTUCKY,057,Cumberland
21,KENTUCKY,059,Daviess
21,KENTUCKY,061,Edmonson
21,KENTUCKY,063,Elliott
21,KENTUCKY,065,Estill
21,KENTUCKY,067,Fayette
21,KENTUCKY,069,Fleming
21,KENTUCKY,071,Floyd
21,KENTUCKY,073,Franklin
21,KENTUCKY,075,Fulton
21,KENTUCKY,077,Gallatin
21,KENTUCKY,079,Garrard
21,KENTUCKY,081,Grant
21,KENTUCKY,083,Graves
21,KENTUCKY,085,Grayson
21,KENTUCKY,087,Green
21,KENTUCKY,089,Greenup
21,KENTUCKY,091,Hancock
21,KENTUCKY,093,Hardin
21,KENTUCKY,095,Harlan
21,KENTUCKY,097,Harrison
21,KENTUCKY,099,Hart
21,KENTUCKY,101,Henderson
21,KENTUCKY,103,Henry
21,KENTUCKY,105,Hickman
21,KENTUCKY,107,Hopkins
21,KENTUCKY,109,Jackson
21,KENTUCKY,111,Jefferson
21,KENTUCKY,113,Jessamine
21,KENTUCKY,115,Johnson
21,KENTUCKY,117,Kenton
21,KENTUCKY,119,Knott
21,KENTUCKY,121,Knox
21,KENTUCKY,123,Larue
21,KENTUCKY,125,Laurel
21,KENTUCKY,127,Lawrence
21,KENTUCKY,129,Lee
21,KENTUCKY,131,Leslie
21,KENTUCKY,133,Letcher
21,KENTUCKY,135,Lewis
21,KENTUCKY,137,Lincoln
21,KENTUCKY,139,Livingston
21,KENTUCKY,141,Logan
21,KENTUCKY,143,Lyon
21,KENTUCKY,145,McCracken
21,KENTUCKY,147,McCreary
21,KENTUCKY,149,McLean
21,KENTUCKY,151,Madison
21,KENTUCKY,153,Magoffin
21,KENTUCKY,155,Marion
21,KENTUCKY,157,Marshall
21,KENTUCKY,159,Martin
21,KENTUCKY,161,Mason
21,KENTUCKY,163,Meade
21,KENTUCKY,165,Menifee
21,KENTUCKY,167,Mercer
21,KENTUCKY,169,Metcalfe
21,KENTUCKY,171,Monroe
21,KENTUCKY,173,Montgomery
21,KENTUCKY,175,Morgan
21,KENTUCKY,177,Muhlenberg
21,KENTUCKY,179,Nelson
21,KENTUCKY,181,Nicholas
21,KENTUCKY,183,Ohio
21,KENTUCKY,185,Oldham
21,KENTUCKY,187,Owen
21,KENTUCKY,189,Owsley
21,KENTUCKY,191,Pendleton
21,KENTUCKY,193,Perry
21,KENTUCKY,195,Pike
21,KENTUCKY,197,Powell
21,KENTUCKY,199,Pulaski
21,KENTUCKY,201,Robertson
21,KENTUCKY,203,Rockcastle
21,KENTUCKY,205,Rowan
21,KENTUCKY,207,Russell
21,KENTUCKY,209,Scott
21,KENTUCKY,211,Shelby
21,KENTUCKY,213,Simpson
21,KENTUCKY,215,Spencer
21,KENTUCKY,217,Taylor
21,KENTUCKY,219,Todd
21,KENTUCKY,221,Trigg
21,KENTUCKY,223,Trimble
21,KENTUCKY,225,Union
21,KENTUCKY,227,Warren
21,KENTUCKY,229,Washington
21,KENTUCKY,231,Wayne
21,KENTUCKY,233,Webster
21,KENTUCKY,235,Whitley
21,KENTUCKY,237,Wolfe
21,KENTUCKY,239,Woodford
22,LOUISIANA,001,Acadia
22,LOUISIANA,003,Allen
22,LOUISIANA,005,Ascension
22,LOUISIANA,007,Assumption
22,LOUISIANA,009,Avoyelles
22,LOUISIANA,011,Beauregard
22,LOUISIANA,013,Bienville
22,LOUISIANA,015,Bossier
22,LOUISIANA,017,Caddo
22,LOUISIANA,019,Calcasieu
22,LOUISIANA,021,Caldwell
22,LOUISIANA,023,Cameron
22,LOUISIANA,025,Catahoula
22,LOUISIANA,027,Claiborne
22,LOUISIANA,029,Concordia
22,LOUISIANA,031,De Soto
22,LOUISIANA,033,East Baton Rouge
22,LOUISIANA,035,East Carroll
22,LOUISIANA,037,East Feliciana
22,LOUISIANA,039,Evangeline
22,LOUISIANA,041,Franklin
22,LOUISIANA,043,Grant
22,LOUISIANA,045,Iberia
22,LOUISIANA,047,Iberville
22,LOUISIANA,049,Jackson
22,LOUISIANA,051,Jefferson
22,LOUISIANA,053,Jefferson Davis
22,LOUISIANA,055,Lafayette
22,LOUISIANA,057,Lafourche
22,LOUISIANA,059,LaSalle
22,LOUISIANA,061,Lincoln
22,LOUISIANA,063,Livingston
22,LOUISIANA,065,Madison
22,LOUISIANA,067,Morehouse
22,LOUISIANA,069,Natchitoches
22,LOUISIANA,071,Orleans
22,LOUISIANA,073,Ouachita
22,LOUISIANA,075,Plaquemines
22,LOUISIANA,077,Pointe Coupee
22,LOUISIANA,079,Rapides
22,LOUISIANA,081,Red River
22,LOUISIANA,083,Richland
22,LOUISIANA,085,Sabine
22,LOUISIANA,087,St. Bernard
22,LOUISIANA,089,St. Charles
22,LOUISIANA,091,St. Helena
22,LOUISIANA,093,St. James
22,LOUISIANA,095,St. John the Baptist
22,LOUISIANA,097,St. Landry
22,LOUISIANA,099,St. Martin
22,LOUISIANA,101,St. Mary
22,LOUISIANA,103,St. Tammany
22,LOUISIANA,105,Tangipahoa
22,LOUISIANA,107,Tensas
22,LOUISIANA,109,Terrebonne
22,LOUISIANA,111,Union
22,LOUISIANA,113,Vermilion
22,LOUISIANA,115,Vernon
22,LOUISIANA,117,Washington
22,LOUISIANA,119,Webster
22,LOUISIANA,121,West Baton Rouge
22,LOUISIANA,123,West Carroll
22,LOUISIANA,125,West Feliciana
22,LOUISIANA,127,Winn
23,MAINE,001,Androscoggin
23,MAINE,003,Aroostook
23,MAINE,005,Cumberland
23,MAINE,007,Franklin
23,MAINE,009,Hancock
23,MAINE,011,Kennebec
23,MAINE,013,Knox
23,MAINE,015,Lincoln
23,MAINE,017,Oxford
23,MAINE,019,Penobscot
23,MAINE,021,Piscataquis
23,MAINE,023,Sagadahoc
23,MAINE,025,Somerset
23,MAINE,027,Waldo
23,MAINE,029,Washington
23,MAINE,031,York
24,MARYLAND,001,Allegany
24,MARYLAND,003,Anne Arundel
24,MARYLAND,005,Baltimore
24,MARYLAND,009,Calvert
24,MARYLAND,011,Caroline
24,MARYLAND,013,Carroll
24,MARYLAND,015,Cecil
24,MARYLAND,017,Charles
24,MARYLAND,019,Dorchester
24,MARYLAND,021,Frederick
24,MARYLAND,023,Garrett
24,MARYLAND,025,Harford
24,MARYLAND,027,Howard
24,MARYLAND,029,Kent
24,MARYLAND,031,Montgomery
24,MARYLAND,033,Prince George's
24,MARYLAND,035,Queen Anne's
24,MARYLAND,037,St. Mary's
24,MARYLAND,039,Somerset
24,MARYLAND,041,Talbot
24,MARYLAND,043,Washington
24,MARYLAND,045,Wicomico
24,MARYLAND,047,Worcester
24,MARYLAND,510,Baltimore
25,MASSACHUSETTS,001,Barnstable
25,MASSACHUSETTS,003,Berkshire
25,MASSACHUSETTS,005,Bristol
25,MASSACHUSETTS,007,Dukes
25,MASSACHUSETTS,009,Essex
25,MASSACHUSETTS,011,Franklin
25,MASSACHUSETTS,013,Hampden
25,MASSACHUSETTS,015,Hampshire
25,MASSACHUSETTS,019,Nantucket
25,MASSACHUSETTS,021,Norfolk
25,MASSACHUSETTS,023,Plymouth
25,MASSACHUSETTS,025,Suffolk
25,MASSACHUSETTS,027,Worcester
26,MICHIGAN,001,Alcona
26,MICHIGAN,003,Alger
26,MICHIGAN,005,Allegan
26,MICHIGAN,007,Alpena
26,MICHIGAN,009,Antrim
26,MICHIGAN,011,Arenac
26,MICHIGAN,013,Baraga
26,MICHIGAN,015,Barry
26,MICHIGAN,017,Bay
26,MICHIGAN,019,Benzie
26,MICHIGAN,021,Berrien
26,MICHIGAN,023,Branch
26,MICHIGAN,025,Calhoun
26,MICHIGAN,027,Cass
26,MICHIGAN,029,Charlevoix
26,MICHIGAN,031,Cheboygan
26,MICHIGAN,033,Chippewa
26,MICHIGAN,035,Clare
26,MICHIGAN,037,Clinton
26,MICHIGAN,039,Crawford
26,MICHIGAN,041,Delta
26,MICHIGAN,043,Dickinson
26,MICHIGAN,045,Eaton
26,MICHIGAN,047,Emmet
26,MICHIGAN,049,Genesee
26,MICHIGAN,051,Gladwin
26,MICHIGAN,053,Gogebic
26,MICHIGAN,055,Grand Traverse
26,MICHIGAN,057,Gratiot
26,MICHIGAN,059,Hillsdale
26,MICHIGAN,061,Houghton
26,MICHIGAN,063,Huron
26,MICHIGAN,065,Ingham
26,MICHIGAN,067,Ionia
26,MICHIGAN,069,Iosco
26,MICHIGAN,071,Iron
26,MICHIGAN,073,Isabella
26,MICHIGAN,075,Jackson
26,MICHIGAN,077,Kalamazoo
26,MICHIGAN,079,Kalkaska
26,MICHIGAN,081,Kent
26,MICHIGAN,083,Keweenaw
26,MICHIGAN,085,Lake
26,MICHIGAN,087,Lapeer
26,MICHIGAN,089,Leelanau
26,MICHIGAN,091,Lenawee
26,MICHIGAN,093,Livingston
26,MICHIGAN,095,Luce
26,MICHIGAN,097,Mackinac
26,MICHIGAN,099,Macomb
26,MICHIGAN,101,Manistee
26,MICHIGAN,103,Marquette
26,MICHIGAN,105,Mason
26,MICHIGAN,107,Mecosta
26,MICHIGAN,109,Menominee
26,MICHIGAN,111,Midland
26,MICHIGAN,113,Missaukee
26,MICHIGAN,115,Monroe
26,MICHIGAN,117,Montcalm
26,MICHIGAN,119,Montmorency
26,MICHIGAN,121,Muskegon
26,MICHIGAN,123,Newaygo
26,MICHIGAN,125,Oakland
26,MICHIGAN,127,Oceana
26,MICHIGAN,129,Ogemaw
26,MICHIGAN,131,Ontonagon
26,MICHIGAN,133,Osceola
26,MICHIGAN,135,Oscoda
26,MICHIGAN,137,Otsego
26,MICHIGAN,139,Ottawa
26,MICHIGAN,141,Presque Isle
26,MICHIGAN,143,Roscommon
26,MICHIGAN,145,Saginaw
26,MICHIGAN,147,St. Clair
26,MICHIGAN,149,St. Joseph
26,MICHIGAN,151,Sanilac
26,MICHIGAN,153,Schoolcraft
26,MICHIGAN,155,Shiawassee
26,MICHIGAN,157,Tuscola
26,MICHIGAN,159,Van Buren
26,MICHIGAN,161,Washtenaw
26,MICHIGAN,163,Wayne
26,MICHIGAN,165,Wexford
27,MINNESOTA,001,Aitkin
27,MINNESOTA,003,Anoka
27,MINNESOTA,005,Becker
27,MINNESOTA,007,Beltrami
27,MINNESOTA,009,Benton
27,MINNESOTA,011,Big Stone
27,MINNESOTA,013,Blue Earth
27,MINNESOTA,015,Brown
27,MINNESOTA,017,Carlton
27,MINNESOTA,019,Carver
27,MINNESOTA,021,Cass
27,MINNESOTA,023,Chippewa
27,MINNESOTA,025,Chisago
27,MINNESOTA,027,Clay
27,MINNESOTA,029,Clearwater
27,MINNESOTA,031,Cook
27,MINNESOTA,033,Cottonwood
27,MINNESOTA,035,Crow Wing
27,MINNESOTA,037,Dakota
27,MINNESOTA,039,Dodge
27,MINNESOTA,041,Douglas
27,MINNESOTA,043,Faribault
27,MINNESOTA,045,Fillmore
27,MINNESOTA,047,Freeborn
27,MINNESOTA,049,Goodhue
27,MINNESOTA,051,Grant
27,MINNESOTA,053,Hennepin
27,MINNESOTA,055,Houston
27,MINNESOTA,057,Hubbard
27,MINNESOTA,059,Isanti
27,MINNESOTA,061,Itasca
27,MINNESOTA,063,Jackson
27,MINNESOTA,065,Kanabec
27,MINNESOTA,067,Kandiyohi
27,MINNESOTA,069,Kittson
27,MINNESOTA,071,Koochiching
27,MINNESOTA,073,Lac qui Parle
27,MINNESOTA,075,Lake
27,MINNESOTA,077,Lake of the Woods
27,MINNESOTA,079,Le Sueur
27,MINNESOTA,081,Lincoln
27,MINNESOTA,083,Lyon
27,MINNESOTA,085,McLeod
27,MINNESOTA,087,Mahnomen
27,MINNESOTA,089,Marshall
27,MINNESOTA,091,Martin
27,MINNESOTA,093,Meeker
27,MINNESOTA,095,Mille Lacs
27,MINNESOTA,097,Morrison
27,MINNESOTA,099,Mower
27,MINNESOTA,101,Murray
27,MINNESOTA,103,Nicollet
27,MINNESOTA,105,Nobles
27,MINNESOTA,107,Norman
27,MINNESOTA,109,Olmsted
27,MINNESOTA,111,Otter Tail
27,MINNESOTA,113,Pennington
27,MINNESOTA,115,Pine
27,MINNESOTA,117,Pipestone
27,MINNESOTA,119,Polk
27,MINNESOTA,121,Pope
27,MINNESOTA,123,Ramsey
27,MINNESOTA,125,Red Lake
27,MINNESOTA,127,Redwood
27,MINNESOTA,129,Renville
27,MINNESOTA,131,Rice
27,MINNESOTA,133,Rock
27,MINNESOTA,135,Roseau
27,MINNESOTA,137,St. Louis
27,MINNESOTA,139,Scott
27,MINNESOTA,141,Sherburne
27,MINNESOTA,143,Sibley
27,MINNESOTA,145,Stearns
27,MINNESOTA,147,Steele
27,MINNESOTA,149,Stevens
27,MINNESOTA,151,Swift
27,MINNESOTA,153,Todd
27,MINNESOTA,155,Traverse
27,MINNESOTA,157,Wabasha
27,MINNESOTA,159,Wadena
27,MINNESOTA,161,Waseca
27,MINNESOTA,163,Washington
27,MINNESOTA,165,Watonwan
27,MINNESOTA,167,Wilkin
27,MINNESOTA,169,Winona
27,MINNESOTA,171,Wright
27,MINNESOTA,173,Yellow Medicine
28,MISSISSIPPI,001,Adams
28,MISSISSIPPI,003,Alcorn
28,MISSISSIPPI,005,Amite
28,MISSISSIPPI,007,Attala
28,MISSISSIPPI,009,Benton
28,MISSISSIPPI,011,Bolivar
28,MISSISSIPPI,013,Calhoun
28,MISSISSIPPI,015,Carroll
28,MISSISSIPPI,017,Chickasaw
28,MISSISSIPPI,019,Choctaw
28,MISSISSIPPI,021,Claiborne
28,MISSISSIPPI,023,Clarke
28,MISSISSIPPI,025,Clay
28,MISSISSIPPI,027,Coahoma
28,MISSISSIPPI,029,Copiah
28,MISSISSIPPI,031,Covington
28,MISSISSIPPI,033,DeSoto
28,MISSISSIPPI,035,Forrest
28,MISSISSIPPI,037,Franklin
28,MISSISSIPPI,039,George
28,MISSISSIPPI,041,Greene
28,MISSISSIPPI,043,Grenada
28,MISSISSIPPI,045,Hancock
28,MISSISSIPPI,047,Harrison
28,MISSISSIPPI,049,Hinds
28,MISSISSIPPI,051,Holmes
28,MISSISSIPPI,053,Humphreys
28,MISSISSIPPI,055,Issaquena
28,MISSISSIPPI,057,Itawamba
28,MISSISSIPPI,059,Jackson
28,MISSISSIPPI,061,Jasper
28,MISSISSIPPI,063,Jefferson
28,MISSISSIPPI,065,Jefferson Davis
28,MISSISSIPPI,067,Jones
28,MISSISSIPPI,069,Kemper
28,MISSISSIPPI,071,Lafayette
28,MISSISSIPPI,073,Lamar
28,MISSISSIPPI,075,Lauderdale
28,MISSISSIPPI,077,Lawrence
28,MISSISSIPPI,079,Leake
28,MISSISSIPPI,081,Lee
28,MISSISSIPPI,083,Leflore
28,MISSISSIPPI,085,Lincoln
28,MISSISSIPPI,087,Lowndes
28,MISSISSIPPI,089,Madison
28,MISSISSIPPI,091,Marion
28,MISSISSIPPI,093,Marshall
28,MISSISSIPPI,095,Monroe
28,MISSISSIPPI,097,Montgomery
28,MISSISSIPPI,099,Neshoba
28,MISSISSIPPI,101,Newton
28,MISSISSIPPI,103,Noxubee
28,MISSISSIPPI,105,Oktibbeha
28,MISSISSIPPI,107,Panola
28,MISSISSIPPI,109,Pearl River
28,MISSISSIPPI,111,Perry
28,MISSISSIPPI,113,Pike
28,MISSISSIPPI,115,Pontotoc
28,MISSISSIPPI,117,Prentiss
28,MISSISSIPPI,119,Quitman
28,MISSISSIPPI,121,Rankin
28,MISSISSIPPI,123,Scott
28,MISSISSIPPI,125,Sharkey
28,MISSISSIPPI,127,Simpson
28,MISSISSIPPI,129,Smith
28,MISSISSIPPI,131,Stone
28,MISSISSIPPI,133,Sunflower
28,MISSISSIPPI,135,Tallahatchie
28,MISSISSIPPI,137,Tate
28,MISSISSIPPI,139,Tippah
28,MISSISSIPPI,141,Tishomingo
28,MISSISSIPPI,143,Tunica
28,MISSISSIPPI,145,Union
28,MISSISSIPPI,147,Walthall
28,MISSISSIPPI,149,Warren
28,MISSISSIPPI,151,Washington
28,MISSISSIPPI,153,Wayne
28,MISSISSIPPI,155,Webster
28,MISSISSIPPI,157,Wilkinson
28,MISSISSIPPI,159,Winston
28,MISSISSIPPI,161,Yalobusha
28,MISSISSIPPI,163,Yazoo
29,MISSOURI,001,Adair
29,MISSOURI,003,Andrew
29,MISSOURI,005,Atchison
29,MISSOURI,007,Audrain
29,MISSOURI,009,Barry
29,MISSOURI,011,Barton
29,MISSOURI,013,Bates
29,MISSOURI,015,Benton
29,MISSOURI,017,Bollinger
29,MISSOURI,019,Boone
29,MISSOURI,021,Buchanan
29,MISSOURI,023,Butler
29,MISSOURI,025,Caldwell
29,MISSOURI,027,Callaway
29,MISSOURI,029,Camden
29,MISSOURI,031,Cape Girardeau
29,MISSOURI,033,Carroll
29,MISSOURI,035,Carter
29,MISSOURI,037,Cass
29,MISSOURI,039,Cedar
29,MISSOURI,041,Chariton
29,MISSOURI,043,Christian
29,MISSOURI,045,Clark
29,MISSOURI,047,Clay
29,MISSOURI,049,Clinton
29,MISSOURI,051,Cole
29,MISSOURI,053,Cooper
29,MISSOURI,055,Crawford
29,MISSOURI,057,Dade
29,MISSOURI,059,Dallas
29,MISSOURI,061,Daviess
29,MISSOURI,063,DeKalb
29,MISSOURI,065,Dent
29,MISSOURI,067,Douglas
29,MISSOURI,069,Dunklin
29,MISSOURI,071,Franklin
29,MISSOURI,073,Gasconade
29,MISSOURI,075,Gentry
29,MISSOURI,077,Greene
29,MISSOURI,079,Grundy
29,MISSOURI,081,Harrison
29,MISSOURI,083,Henry
29,MISSOURI,085,Hickory
29,MISSOURI,087,Holt
29,MISSOURI,089,Howard
29,MISSOURI,091,Howell
29,MISSOURI,093,Iron
29,MISSOURI,095,Jackson
29,MISSOURI,097,Jasper
29,MISSOURI,099,Jefferson
29,MISSOURI,101,Johnson
29,MISSOURI,103,Knox
29,MISSOURI,105,Laclede
29,MISSOURI,107,Lafayette
29,MISSOURI,109,Lawrence
29,MISSOURI,111,Lewis
29,MISSOURI,113,Lincoln
29,MISSOURI,115,Linn
29,MISSOURI,117,Livingston
29,MISSOURI,119,McDonald
29,MISSOURI,121,Macon
29,MISSOURI,123,Madison
29,MISSOURI,125,Maries
29,MISSOURI,127,Marion
29,MISSOURI,129,Mercer
29,MISSOURI,131,Miller
29,MISSOURI,133,Mississippi
29,MISSOURI,135,Moniteau
29,MISSOURI,137,Monroe
29,MISSOURI,139,Montgomery
29,MISSOURI,141,Morgan
29,MISSOURI,143,New Madrid
29,MISSOURI,145,Newton
29,MISSOURI,147,Nodaway
29,MISSOURI,149,Oregon
29,MISSOURI,151,Osage
29,MISSOURI,153,Ozark
29,MISSOURI,155,Pemiscot
29,MISSOURI,157,Perry
29,MISSOURI,159,Pettis
29,MISSOURI,161,Phelps
29,MISSOURI,163,Pike
29,MISSOURI,165,Platte
29,MISSOURI,167,Polk
29,MISSOURI,169,Pulaski
29,MISSOURI,171,Putnam
29,MISSOURI,173,Ralls
29,MISSOURI,175,Randolph
29,MISSOURI,177,Ray
29,MISSOURI,179,Reynolds
29,MISSOURI,181,Ripley
29,MISSOURI,183,St. Charles
29,MISSOURI,185,St. Clair
29,MISSOURI,186,Ste. Genevieve
29,MISSOURI,187,St. Francois
29,MISSOURI,189,St. Louis
29,MISSOURI,195,Saline
29,MISSOURI,197,Schuyler
29,MISSOURI,199,Scotland
29,MISSOURI,201,Scott
29,MISSOURI,203,Shannon
29,MISSOURI,205,Shelby
29,MISSOURI,207,Stoddard
29,MISSOURI,209,Stone
29,MISSOURI,211,Sullivan
29,MISSOURI,213,Taney
29,MISSOURI,215,Texas
29,MISSOURI,217,Vernon
29,MISSOURI,219,Warren
29,MISSOURI,221,Washington
29,MISSOURI,223,Wayne
29,MISSOURI,225,Webster
29,MISSOURI,227,Worth
29,MISSOURI,229,Wright
29,MISSOURI,510,St. Louis
30,MONTANA,001,Beaverhead
30,MONTANA,003,Big Horn
30,MONTANA,005,Blaine
30,MONTANA,007,Broadwater
30,MONTANA,009,Carbon
30,MONTANA,011,Carter
30,MONTANA,013,Cascade
30,MONTANA,015,Chouteau
30,MONTANA,017,Custer
30,MONTANA,019,Daniels
30,MONTANA,021,Dawson
30,MONTANA,023,Deer Lodge
30,MONTANA,025,Fallon
30,MONTANA,027,Fergus
30,MONTANA,029,Flathead
30,MONTANA,031,Gallatin
30,MONTANA,033,Garfield
30,MONTANA,035,Glacier
30,MONTANA,037,Golden Valley
30,MONTANA,039,Granite
30,MONTANA,041,Hill
30,MONTANA,043,Jefferson
30,MONTANA,045,Judith Basin
30,MONTANA,047,Lake
30,MONTANA,049,Lewis and Clark
30,MONTANA,051,Liberty
30,MONTANA,053,Lincoln
30,MONTANA,055,McCone
30,MONTANA,057,Madison
30,MONTANA,059,Meagher
30,MONTANA,061,Mineral
30,MONTANA,063,Missoula
30,MONTANA,065,Musselshell
30,MONTANA,067,Park
30,MONTANA,069,Petroleum
30,MONTANA,071,Phillips
30,MONTANA,073,Pondera
30,MONTANA,075,Powder River
30,MONTANA,077,Powell
30,MONTANA,079,Prairie
30,MONTANA,081,Ravalli
30,MONTANA,083,Richland
30,MONTANA,085,Roosevelt
30,MONTANA,087,Rosebud
30,MONTANA,089,Sanders
30,MONTANA,091,Sheridan
30,MONTANA,093,Silver Bow
30,MONTANA,095,Stillwater
30,MONTANA,097,Sweet Grass
30,MONTANA,099,Teton
30,MONTANA,101,Toole
30,MONTANA,103,Treasure
30,MONTANA,105,Valley
30,MONTANA,107,Wheatland
30,MONTANA,109,Wibaux
30,MONTANA,111,Yellowstone
31,NEBRASKA,001,Adams
31,NEBRASKA,003,Antelope
31,NEBRASKA,005,Arthur
31,NEBRASKA,007,Banner
31,NEBRASKA,009,Blaine
31,NEBRASKA,011,Boone
31,NEBRASKA,013,Box Butte
31,NEBRASKA,015,Boyd
31,NEBRASKA,017,Brown
31,NEBRASKA,019,Buffalo
31,NEBRASKA,021,Burt
31,NEBRASKA,023,Butler
31,NEBRASKA,025,Cass
31,NEBRASKA,027,Cedar
31,NEBRASKA,029,Chase
31,NEBRASKA,031,Cherry
31,NEBRASKA,033,Cheyenne
31,NEBRASKA,035,Clay
31,NEBRASKA,037,Colfax
31,NEBRASKA,039,Cuming
31,NEBRASKA,041,Custer
31,NEBRASKA,043,Dakota
31,NEBRASKA,045,Dawes
31,NEBRASKA,047,Dawson
31,NEBRASKA,049,Deuel
31,NEBRASKA,051,Dixon
31,NEBRASKA,053,Dodge
31,NEBRASKA,055,Douglas
31,NEBRASKA,057,Dundy
31,NEBRASKA,059,Fillmore
31,NEBRASKA,061,Franklin
31,NEBRASKA,063,Frontier
31,NEBRASKA,065,Furnas
31,NEBRASKA,067,Gage
31,NEBRASKA,069,Garden
31,NEBRASKA,071,Garfield
31,NEBRASKA,073,Gosper
31,NEBRASKA,075,Grant
31,NEBRASKA,077,Greeley
31,NEBRASKA,079,Hall
31,NEBRASKA,081,Hamilton
31,NEBRASKA,083,Harlan
31,NEBRASKA,085,Hayes
31,NEBRASKA,087,Hitchcock
31,NEBRASKA,089,Holt
31,NEBRASKA,091,Hooker
31,NEBRASKA,093,Howard
31,NEBRASKA,095,Jefferson
31,NEBRASKA,097,Johnson
31,NEBRASKA,099,Kearney
31,NEBRASKA,101,Keith
31,NEBRASKA,103,Keya Paha
31,NEBRASKA,105,Kimball
31,NEBRASKA,107,Knox
